id	name	subcats	price	variants	description
6009	FLEX L 125 18.0-EC C Akku Winkelschleifer	Elektrogeräte|Mit Akku	205.00		Beschreibung: / Electronic Management System (EMS) schützt die Maschine, verlängert die Lebensdauer und erhöht die Effizienz / Bürstenloser Motor mit höherem Wirkungsgrad und längerer Lebensdauer / Mikroprozessor-Elektronik mit Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Temperaturüberwachung, Überlastungsschutz, CDC-Konstantelektronik / Anti-Kickback, schaltet beim Blockieren der Scheibe d
6025	Husqvarna DE 110i Akku Staubsauger für BLi-System		2		Dieser vielseitige Staubabsauger der H/HEPA-Klasse wird von Husqvarnas eigenen 36-V-BLi-Akkus angetrieben und eignet sich hervorragend für handgeführte Akku-Geräte. Er verfügt über ein benutzerfreundliches HMI und eine SmartFlow-Funktion, die den Luftstrom automatisch anpasst und gleichzeitig die maximale Laufzeit der Batterien sicherstellt. Sein hoher Wasserschutz ermöglicht eine schnelle und eff
6058	Knieschoner schwarz durchstichfest	PSA Plattenleger	39.50		Knieschoner schwarz / durchstichfest bis 250 N / Befestigungsriemen 5 cm breit / per Paar
6059	Knieschoner Poly	PSA Plattenleger	87.00		Knieschoner Poly, stark rutschhemmend, extrem hoher Tragekomfort / per Paar / waschbar bei 30 Grad
6066	FLEX MT 18.0-EC C Akku Multitool	Elektrogeräte|Mit Akku	255.00		Beschreibung: / Das Getriebe ist mit einem beidseitig großen Oszillationswinkel von 2° ausgestattet, dadurch wird schnelles Sägen, Schneiden, Schleifen und Abkratzen unterstützt / Mit StarlockMAX Werkzeugaufnahme und kompatiblen Klemmmechanismus für alle Starlock Zubehörteile / Das Multitool ist einsetzbar für die unterschiedlichsten Anwendungen wie Sägen, Schneiden, Ausschneiden von Holz, Metall,
6106	FLEX  Akku Staubsauger VC2 L HIP 18.0-EC Hüftsauger	Elektrogeräte|Mit Akku	225.00		Technische Daten: / Akku-Spannung: 18.0 V / Akku-Kapazität: 2.5 / 5.0 / 8.0 Ah / Volumenstrom Sauger: 1200 m³/h / Max. Unterdruck: 20500 Pa / Filterfläche: 1250 cm² / Behältervolumen: 1.5 l / Schlauchlänge: 2.5 m / Abmessung (L x B x H): 340 x 135 x 290 mm / Gewicht ohne Akku: 2.0 kg / Grundausstattung: / 1x Vlies-Filtersack 530.573 / 1x Flachfaltenfilter 530.574 / 1x Saugschlauch mit Nebenluftreg
6108	FLEX  Aktion Akku Linienlaser 360° ALC3/360-G/R 12 Volt	Elektrogeräte|Mit Akku	990.00		Beschreibung: / Mit einer horizontalen und zwei vertikalen 360° Laserlinien, einzeln schaltbar / Die Linien stehen im 90° Winkel zueinander und ermöglichen eine schnelle Ausrichtung und Montage / Lotfunktion, die vertikalen Kreuzpunkte sind automatisch der Lotpunkt / Speziell entspiegelte Gläser sorgen für saubere und hochpräzise Laserlinien / Das grüne Linienbild ist deutlich klarer in der Darste
6135	KRAFTWERK Schlosserhammer		24.40		chlosserhammer mit 500 g Kopfgewicht und einem sehr hochwertigen und leichten Fiberglasstiel. Der mit Gummi überzogene und ergonomische Handgriff gewährleistet einen sicheren und rutschfesten Halt. / Schlosserhammer mit Fiberglasstiel / Gummiüberzogener und ergonomischer Handgriff / Kopfgewicht: 500 g / Länge Hammerkopf: 118 mm / Abmessungen Schlagseite: 27 mm / Gesamtlänge: 320 mm / Gesamtgewicht
6152	KRAFTWERK Profi-Rollmeter 5m x 27mm		32.00		Extra breites, schockabsorbierendes Massband / 2-seitig beschriftet mit mm-Einteilung / nylonbeschichtet / Grosser, magnetischer Endhaken / robustes ABS-/Gummi-Gehäuse
6158	NEMO GRABO - SlenderSeal		99.00		Produktinformationen Slender Seal ist eine neue Dichtlippe, die auf alle GRABO Modelle passt. Mit der geringen Breite von 100mm und einer Länge von 400mm eignet sich das Slender Seal speziel zum Ansaugen von schmalen Oberflächen. Es macht das Heben von schmalen Fliesen, Holzbalken, Stahlträgern, Paletten, und zugeschnittenen Pflastersteinen und Tischplatten zum Kinderspiel. Selbst Rohre lassen sic
6162	FLEX Absaughaube komplett für: LBE 17-11 Winkelschleifer		111.00		Beschreibung Ermöglicht randnahes Arbeiten bei höchster Absaugleistung. Höhenverstellung über Innensechskantschraube erlaubt ein schnelles Anpassen der Absaughaube auf die Werkzeughöhe. Hinweis: für das Arbeiten mit der Absaughaube und Diamantschleiftellern wird ein Winkelschleifer mit mindestens 1500 Watt empfohlen. Nur passend für Winkelschleifer mit Rastmechanik-Schutzhaube. / Technische Daten:
6167	Flex Aktion Pack VCE 33 M AC-Set		1		VCE 33 M AC-Set Sauger, inkl. Reinigungsset, 5 Stk Filtersäcke und FLEX box klein. Die Aktion läuft bis 31.03.2025 / Beschreibung: / Adapterplatte zur Fixierung von L-BOXXEN und Tanos Systainern auf dem Kopf des Saugers / Die Hochleistungsturbine sorgt für hohe Saugleistung und hohen Unterdruck. Dadurch entsteht ein hervorragendes Absaugergebnis / Konstant hohe Saugleistung durch laufendes automat
6197	AKEMI Rapid Impregnator	AKEMI Produkte	34.60		Imprägnierung auf Basis von organischen und siliziumorganischen Wirkstoffen / Dient zur wasser- und schmutzabweisenden Behandlung von Natur- und Kunststein mit polierter, geschliffener und rauer Oberfläche. Sehr schnelle Entfaltung der Schutzwirkung mit ausgeprägtem Abperleffekt. Ideal für Fassaden, Denkmäler und Grabsteine. / Schützen & Imprägnieren: Basisschutz / Materia:l Naturstein, Granit, Te
6200	Flex Aktion Pack VCE 44 L AC-Set		879.00		Beschreibung: / Adapterplatte zur Fixierung von L-BOXXEN und Tanos Systainern auf dem Kopf des Saugers / Die Hochleistungsturbine sorgt für hohe Saugleistung und hohen Unterdruck. Dadurch entsteht ein hervorragendes Absaugergebnis / Konstant hohe Saugleistung durch laufendes automatisches Abreinigen des Filters / Der Flachfaltenfilter mit Teflon-/Nanobeschichtung ermöglicht eine optimale Nutzung d
622	AKEMI Reiniger A 1lt	AKEMI Produkte	28.50		lösungsmittelhaltiger Reiniger auf Ketonbasis, sehr schnelle Ablüftung, nicht filmbildend, CKW-frei. Wird zum intensiven Reinigen von Flächen verwendet, die geklebt, gekittet oder abgedichtet werden sollen. Entfernt nicht ausgehärtete Klebstoff- und Dichtungsmassenreste von Werkstücken aus Natur- und Kunststein, Fliesen, Keramik, Glas, Kliner, Email und Metallen. Er trocknet sehr schnell von der O
6236	FLEX Absaughaube  Ø125mm LD+LDE 15-10R/LD 18-7 125R		170.00		Beschreibung: / Ermöglicht randnahes Arbeiten bei höchster Absaugleistung. Werkzeuglose Höhenverstellung über Spannhebel erlaubt ein schnelles Anpassen der Absaughaube auf die Werkzeughöhe. / Technische Daten: / Abmessungen: ø 125 mm / Passend zu: LD+LDE 15-10 R / LD 18-7 125 R
6242	KGS HANDPAD DIFLEX 75x75mm		44.90		Diamant-Handpads "dünn und flexibel". Die 75x75 mm grossen Handpads haben einen nur 10 mm dicken Schaumstoff als Trägermaterial. Diese zusätzliche Flexilibität bedeutet, dass sie shr gut zum schleifen und polieren auf Oberflächen mit einem Profil geeignet sind. / für manuelles schleifen + polieren / auf Naturstein / Glas / Keramik / Metall / breites Anwendungsspektrum / für Nassanwendung / Ni=Meta
6243	FLEX GRABO VLP 18 C Vakuumheber	Elektrogeräte|Mit Akku	510.00		Flex-tools VLP 18.0/2.5 Set Grabo Akku-Sauglifter 18Volt / Besondere Merkmale: / Mit dem ergonomisch gestalteten, mobilen, elektrischen Vakuumlifter können Sie fast jeden Gegenstand mühelos heben, bewegen und präzise platzieren. / Dieser Vakuumheber ist für verschiedene Materialien wie Fliesen, Gipskartonplatten, Betonsteine, Glas, Metalle, Möbel und große Elektrogeräte geeignet. / Sein leistungss
6252	StoneLux,Struk.Granulat X1		61.10		Kristalle X1 / Granulat / 4 gr transpa / 4 gr weiss / 4 gr schwarz / Verwendung: Eignet sich hervorragend für Natursteine mit Kristallkörnungen wie z.B. Marmor. Wird in das Reparaturmaterial untergemischt oder oberflächlich darübergestreut und anschliessend weiterverarbeitet. / Artikelnummer / Farbe / Preis / Warenkorb / 020-220 / transparent / Nicht an Lager / exkl. MwSt / 020-220 W / weiss / Nic
6253	FLEX L 12-11 125 Winkelschleifer	Elektrogeräte|230 Volt	185.00		Beschreibung: / Mikroprozessor-Elektronik mit Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Temperaturüberwachung, CDC-Konstantelektronik / Motor: hoch belastbar mit hohem Wirkungsgrad für starke Abgabeleistung / Eine effektive Luftführung und optimierte Kohlengeometrie sorgen für eine hohe Lebensdauer / Aufwändige Staubabdichtung von Motor und Getriebe / Anti-Kickback, schaltet beim Blockier
6254	StoneLux,Struk.Granulat X2		60.55		Kristalle X2 / Granulat: / 0,16 - 0,63mm, 4 gr transpa / 0,16 - 0,63mm  4 gr weiss / 0,16 - 0,63mm  4 gr schwarz / Verwendung: Eignet sich hervorragend für Natursteine mit Kristallkörnungen wie z.B. Marmor. Wird in das Reparaturmaterial untergemischt oder oberflächlich darübergestreut und anschliessend weiterverarbeitet. / Artikelnummer / Farbe / Preis / Warenkorb / 020-222 / transparent / Nicht a
6255	StoneLux,Struk.Granulat X3		60.55		Kristalle X3 / Granulat: / 0,64 - 1,00mm, 4 gr transpa / 0,64 - 1,00mm, 4 gr weiss / 0,64 - 1,00mm, 4 gr schwarz / Verwendung: Eignet sich hervorragend für Natursteine mit Kristallkörnungen wie zb Marmor. Wird in das Reparaturmaterial untergemischt oder oberflächlich darübergestreut und anschliessend weiterverarbeitet. / Artikelnummer / Farbe / Preis / Warenkorb / 020-224 / transparent / Nicht an 
6256	StoneLux,Struk.Granulat X4		63.10		Kristalle X4 / Granulat / >1 mm, 4 gr transpa / >1 mm, 4 gr weiss / >1 mm, 4 gr schwarz / Verwendung: Eignet sich hervorragend für Natursteine mit Kristallkörnungen wie zb Marmor. Wird in das Reparaturmaterial untergemischt oder oberflächlich darübergestreut und anschliessend weiterverarbeitet. / Artikelnummer / Farbe / Preis / Warenkorb / 020-226 / transparent / Nicht an Lager / exkl. MwSt / 020-
6257	FLEX LED Akku Baustrahler CL 5000 10.8/18.0	Elektrogeräte|Mit Akku	220.00		Beschreibung: / Leistungsstarker 5000 Lumen Akku-Baustrahler mit 5 Helligkeitsstufen plus ECO Modus. Mit Memory Funktion, das Licht startet mit der zuletzt eingestellten Stufe / Die Farbtemperatur von 5000 Kelvin entspricht einer neutralen Lichtfarbe und eignet sich ideal für Arbeit in dunklen Räumen. Das ermöglicht eine genaue Anpassung an die Arbeitsaufgabe / Leuchtkörper um 215° drehba / Visuel
6277	FLEX LED Akku Baustrahler CL 10000 10.8/18.0	Elektrogeräte|Mit Akku	360.00		Beschreibung: / Leistungsstarker 5000 Lumen Akku-Baustrahler mit 5 Helligkeitsstufen plus ECO Modus. Mit Memory Funktion, das Licht startet mit der zuletzt eingestellten Stufe / Die Farbtemperatur von 5000 Kelvin entspricht einer neutralen Lichtfarbe und eignet sich ideal für Arbeit in dunklen Räumen. Das ermöglicht eine genaue Anpassung an die Arbeitsaufgabe / Leuchtkörper um 215° drehbar / Visue
6280	FEIN Segmentmesser SLM Diamant 1.2 mm		496.50		Das Diamant-Sägeblatt von Fein bietet Ihnen eine hohe Standzeit und ermöglicht das einfache Austrennen von Marmor-, Epoxidharz- sowie Trassfugen. Zudem eignet es sich auch für harte Epoxid- und Zementfugen. In der dünnen Ausführung mit einer Schnittbreite von 1,2 mm können auch Arbeiten in Ecken und an Kanten ohne Überschnitt vorgenommen werden. Die Aufnahme des Werkzeuges erfolgt unkompliziert üb
6281	FEIN Segmentmesser SLM Diamant 2.2 mm		470.00		Das Diamant-Sägeblatt von Fein bietet Ihnen eine hohe Standzeit und ermöglicht das einfache Austrennen von Marmor-, Epoxidharz- sowie Trassfugen. Zudem eignet es sich auch für harte Epoxid- und Zementfugen. In der dünnen Ausführung mit einer Schnittbreite von 2,2 mm können auch Arbeiten in Ecken und an Kanten ohne Überschnitt vorgenommen werden. Die Aufnahme des Werkzeuges erfolgt unkompliziert üb
6282	FEIN E-Cut Sägeblatt SLP U-BIM 60x44mm		83.00		E-CUT UNIVERSAL-SÄGEBLATT Bi-Metall mit gewellter Universalverzahnung. Breites Anwendungsspektrum für Blech bis 2 mm, Alu-Profile, Cu-Rohre, Holz, Gipskarton und Kunststoffe. Mittlere Breite, taillierte Form für optimale Schnittgeschwindigkeit und gute Spanabfuhr. / Länge 60 mm / 5 Stück
6283	FEIN Hartmetall-Raspel SL Verpackungseinheit 1 Stk Kantenlänge 80 mm		41.50		Die Hartmetall-Raspel von Fein eignet sich zum Grobschliff von Spachtelmasse, Beton, Stein sowie Holz. Sie ist in Dreiecksform gefertigt und kann aufgrund der Lochung auch mit Staubabsaugung eingesetzt werden. Die Aufnahme des Werkzeugs erfolgt via Starlock. / Zum Grobschliff von Spachtelmasse, Fliesenkleber, Beton, Stein und Holz / Dreiecksform mit 80 mm Kantenlänge / Auch mit Staubabsaugung eins
6284	FEIN E-Cut Metall-Sägeblatt SLM HM Carbide Pro		147.25		Tauchsägeblatt E-Cut Carbide Pro SLP HM / TiN-beschichtetes Hartmetall-Tauchsägeblatt mit extrem hoher Verschleißfestigkeit. 100 % höhere Standzeit gegenüber unbeschichteten Hartmetall-Sägeblättern. 30-fach höhere Lebensdauer im Vergleich zu HSS-Sägeblättern / TiN (Titannitrid)-beschichtetes Hartmetall mit extrem hoher Verschleissfestigkeit / Geeignet für harte Materialien wie Eisen-Metalle, Edels
6285	FEIN Schleifplatte ungelocht SL 3-Eck 81mm		19.90		Schleifplatte ungelocht. Standard-Ausführung. / Kunststoff-Trägerplatte zur Vermeidung von Beschädigungen und Markierungen auf dem Werkstück / Dreiecksform 80 x 80 x 80 mm / Klettenhaftteil / Starlock kompatibel / 1 Stück / .
6286	FEIN Schleifplatte extra flach SL 3-Eck 81mm Starlock		23.60		Schleifplatte ungelocht, Standard-Ausführung. / Kunststoff-Trägerplatte zur Vermeidung von Beschädigungen und Markierungen auf dem Werkstück. / Dreiecksform / Klettenhaftteil / Kantenlänge 80 mm / 1 Stück
6296	FLEX L 1400 125 Winkelschleifer	Elektrogeräte|230 Volt	149.00		Beschreibung: / Mikroprozessor-Elektronik mit Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Temperaturüberwachung, CDC-Konstantelektronik / Motor: hoch belastbar mit hohem Wirkungsgrad für starke Abgabeleistung / Erhöhte Lebensdauer dank optimierter Kühlung und Kohlengeometrie / Aufwändige Staubabdichtung von Motor und Getriebe / Kompakte und ergonomische Bauform / Ergonomische Arm-Arbeitshal
6306	FLEX CHE 5-40 SDS-max Kombi Bohrhammer	Elektrogeräte|230 Volt	715.00		Beschreibung: / 1050 Watt Bohr- und Meißelhammer in D-Bauform mit hoher Schlagenergie und geringen Vibrationen / Funktionsschalter mit drei Funktionen: hammerbohren, meißeln, Meißeljustierung / Sicherheitsrutschkupplung: schützt bei blockierender Bohrkrone / Drehstopp zum Meißeln / Entkoppelter, ergonomischer Handgriff mit gummierter Grifffläche. Durch einen federgelagerten Dämpfer und zusätzliche
6322	DTS ø150 X M14 LASER Performer ohne Kühllöcher	Diamantwerkzeuge|Diamanttrennscheiben 150mm -230mm	95.00		Diamanttrennscheibe Laser-Performer ø 150 mm / Aufnahme M 14 IG / Segmente 10mm / gesintert / ohne Kühllöcher / für Stein/ Beton leicht armiert / Super-Universal / Trockenanwendung
6323	FLEX ST 804 Stockmaschine Ø150mm mit 4 Stockstationen	Elektrogeräte|230 Volt	1		Beschreibung: / Zum Stocken und Aufrauen von Oberflächen aus Natur oder Kunststein (z.B. Granit, Sandstein, Beton usw.) / Wirtschaftlich dank hohem Arbeitsfortschritt / Staubabsaugung: für den Einsatz auch in bewohnten Gebäuden / Die mit 80 aggressiven Hartmetallspitzen bestückte Maschine erledigt Aufrauharbeiten schnell und präzise / Griffhaube direkt über dem Werkzeug ermöglicht präzises Führen 
6333	Flex Schlagbohrschrauber PD 2G 18.0 EC HD	Elektrogeräte|Mit Akku	305.00		Beschreibung: / Electronic Management System (EMS) schützt die Maschine, verlängert die Lebensdauer und erhöht die Effizienz / Bürstenloser Motor mit höherem Wirkungsgrad und längerer Lebensdauer / Anti-Kickback, schaltet beim Blockieren von Verschraubungen und Bohrungen den Motor ab, um ein Verdrehen des Handgelenkes zu verhindern / Turbo-Modus für schnelleres und kraftvolleres Arbeiten. Durch Ei
6342	Telum Dry Diamantschleifscheibe ø115x25 QRS grau K50-800		69.90		Bei der Diamant-Schleifscheibe KGS® Telum® Dry mit Klettverschluss handelt es sich um eine leistungsstarke Schleifscheibe mit einer harten Zwischenschicht und einer sehr haltbaren Pfeilstruktur bestehend aus einem metallgebundenen Diamant. / Für Trockenschliff geeignet / Für Kalkstein hart, Serpentin hart, Marmor hart und Granit / Weitaus längere Lebensdauer als herkömmliche Schleifscheiben / Sehr
6346	Innotec Schaum Glas Reiniger Plus 500ml		23.10		Lebensmitteltauglicher Glasreiniger / Foam Glass Clean Plus ist ein spezieller weiterentwickelter Reiniger für glatte Oberflächen, der über eine NSF-Registrierung verfügt (FOOD SAFE). Das Produkt entfernt schlierenfrei Fett, Staub, Schmutz, Insektenreste, Nikotinbeschlag usw. von allen Arten von Glas, Plexiglas und transparenten Kunststoffen. Foam Glass Clean Plus läuft nicht von vertikalen Fläche
6359	FERRIX DTS EPIC Ø230 Ceramics Aufnahme 22.2mm	Diamantwerkzeuge|Diamanttrennscheiben 150mm -230mm	89.00		Hochwertiges, schmale Trennscheibe, perfekt für alle Arten von Keramik, und Porzellan. / Hohe Geschwindigkeit auf Porzellan und ultrakompakten Materialien. / Durchgehender Rand für präzises schneiden / Randhöhe (belegt) 11 mm / Auch für Dekton, Lapitec und Neolith / Auch empfohlen für Marmor, Granit und andere harte und nicht-abrasive Materialien / Hohe Anzahl an Kühllöchern im Scheibenkörper / Au
6360	FERRIX DTS EPIC Ø250 Ceramics Aufnahme 25.4mm		118.00		Hochwertiges, schmale Trennscheibe, perfekt für alle Arten von Keramik, und Porzellan. / Hohe Geschwindigkeit auf Porzellan und ultrakompakten Materialien. / Durchgehender Rand für präzises schneiden / Randhöhe (belegt) 11 mm / Auch für Dekton, Lapitec und Neolith / Auch empfohlen für Marmor, Granit und andere harte und nicht-abrasive Materialien / Hohe Anzahl an Kühllöchern im Scheibenkörper / Au
6364	FERRIX DTS EPIC Ø115 mm Ceramics Aufnahme 22.2mm	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	33.00		Hochwertiges, schmale Trennscheibe, perfekt für alle Arten von Keramik,  und Porzellan. / Hohe Geschwindigkeit auf Porzellan und ultrakompakten Materialien. / Durchgehender Rand für präzises schneiden / Randhöhe (belegt) 11 mm / Auch für Dekton, Lapitec und Neolith / Auch empfohlen für Marmor, Granit und andere harte und nicht-abrasive Materialien / Hohe Anzahl an Kühllöchern im Scheibenkörper / A
6365	FERRIX DTS EPIC Ø125 Ceramics Aufnahme 22.2mm	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	38.00		Hochwertiges, schmale Trennscheibe, perfekt für alle Arten von Keramik, und Porzellan. / Hohe Geschwindigkeit auf Porzellan und ultrakompakten Materialien. / Durchgehender Rand für präzises schneiden / Randhöhe (belegt) 11 mm / Auch für Dekton, Lapitec und Neolith / Auch empfohlen für Marmor, Granit und andere harte und nicht-abrasive Materialien / Hohe Anzahl an Kühllöchern im Scheibenkörper / Au
6366	FERRIX DTS EPIC Ø150 Ceramics Aufnahme 22.2mm	Diamantwerkzeuge|Diamanttrennscheiben 150mm -230mm	47.00		Hochwertiges, schmale Trennscheibe, perfekt für alle Arten von Keramik, und Porzellan. / Hohe Geschwindigkeit auf Porzellan und ultrakompakten Materialien. / Durchgehender Rand für präzises schneiden / Randhöhe (belegt) 11 mm / Auch für Dekton, Lapitec und Neolith Auch empfohlen für Marmor, Granit und andere harte und nicht-abrasive Materialien / Hohe Anzahl an Kühllöchern im Scheibenkörper / Aufn
6367	FERRIX DTS EPIC Ø180 Ceramics Aufnahme 22.2mm	Diamantwerkzeuge|Diamanttrennscheiben 150mm -230mm	61.00		Hochwertiges, schmale Trennscheibe, perfekt für alle Arten von Keramik, und Porzellan. / Hohe Geschwindigkeit auf Porzellan und ultrakompakten Materialien. / Durchgehender Rand für präzises schneiden / Randhöhe (belegt) 11 mm / Auch für Dekton, Lapitec und Neolith / Auch empfohlen für Marmor, Granit und andere harte und nicht-abrasive Materialien / Hohe Anzahl an Kühllöchern im Scheibenkörper / Au
6413	KGS Telum Dry Diamantschleifscheibe ø100x15 QRS K50-800		63.00		Bei der Diamant-Schleifscheibe KGS® Telum® Dry mit Klettverschluss handelt es sich um eine leistungsstarke Schleifscheibe mit einer harten Zwischenschicht und einer sehr haltbaren Pfeilstruktur bestehend aus einem metallgebundenen Diamant. / Für Trockenschliff geeignet / Für Kalkstein hart, Serpentin hart, Marmor hart und Granit / Weitaus längere Lebensdauer als herkömmliche Schleifscheiben / Sehr
6420	Aufnahmeteller ø100/120x10 M14 für Lammfelle		29.50		Produktinformationen "Aufnahmeteller M14   ø 120 mm | für Lammfell" / für Lammfellhaube / Anschluss maschinenseitig: M14 / Durchmesser: 120 mm / für Lammfellhaube Ø: 120 mm / Durchmesser / 100/120x10 mm
6421	Aufnahmeteller ø140/180x20 M14 für Lammfelle		37.50		Produktinformationen "Aufnahmeteller M14 | ø 170 mm | für Lammfell" / für Lammfellhaube / Anschluss maschinenseitig: M14 / Durchmesser: 170 mm / für Lammfellhaube Ø: 180/190 mm / Durchmesser / 140/180x20 mm
6427	Fingerfräser Ferrix Ø 25mm M14 mit Rundkopf		119.00		Diamantfingerfräser Ferrix DRY Vollbelag / Diamantfingerfräser Ferrix DRY galvanisiert mit Rundkopf und rundum Vollbelag. Für die Anwendung auf Winkelschleifern, zum Erweitern von Bohrungen, Innenflächen und Konturen. / Trockenanwendung, für alle Materialien. / Drehgeschwindigkeit: ca. 10`000 U/min / für Trockenanwendung / Ø 25mm / Nutzlänge 40 mm / Aufnahme M 14
645	Profi 310ml Kartuschen Presse Premium-Pistole für Silikon 310 ml		68.00		AKEMI Austrags-Pistole für Silikon-Kartusche 310ml / Mit dieser Kartuschenpresse können Sie präzise und effizient arbeiten, um eine optimale Verklebung zu erreichen. / No drop Technik / Kartuschenpresse mit manuellem Antrieb / Stabile Metallausführung mit gehärteter Schubstange. / Aufttragsart: Raupenauftrag / für 310ml Kartuschen / Kraftübersetzung: 12:1 und 18:1 / Für diese manuell betriebene Au
6476	FERRIX DTS ICON Ø400 mm Step 2.5 mm Bohrung 60mm + BRETON NL		299.00		Brücken- und CNC-Sägeblätter Ultrakompakte Oberflächen – Porzellan Gres / Extrem schnelles Schneiden, selbst bei niedrigen Drehzahlen / Eigenschaften: / für Ultra compact surface / Ø 400mm / Bohrung 60 mm / Silent Blatt / Blattbreite: 2.5 mm / Nassanwendung / Anwendung: / Dekton / NEOLITH / TECHLAM / Inalco / LAMINAM / Lapitec
6485	Tischfräse ACHILLI ALU130PL		2		Tischfräse ACHILLI ANR 100-CE / 230V/50Hz / 2,2Kw/3HP/1 Phase / 2800U/min / Eigengewicht: 118kg / MasseL/B/H:1790 mm x 690 mm x 1370 mm / Trennscheibe: 350mm / Betrieb: manuell inkl. 45° neigbar / exklusiv Trennscheibe und Transport zum Kunden / exklusive Winkelanschlag (auf Foto rechts) / VORTEILE: Robust und präzise, die ideale Bausäge zum Schneiden von Fliesen, Steinen und Baumaterialien. / Arb
6490	Husqvarna K970 III 16" 400mm Trennschleifer		1		TRENNSCHLEIFER K 970 16" | 20mm/1" / PRODUKTBESCHREIBUNG Robust, zuverlässig, leicht und kraftvoll, der K 970 Trennschleifer ist immer einsatzbereit. Die perfekte Wahl, wenn Sie einen Trennschleifer benötigen, dem auch unter schwierigsten Bedingungen Kraftstoff- und Wetterschwankungen nichts ausmachen. / TOP-SPEZIFIKATIONEN. / Antriebsart Benzin / Ausgangsleistung 4.8 kW / Max. Schnitttiefe 155 mm
6493	FLEX Akku Pack P-Set 88 R		479.00		FLEX Akku Pack P-Set 88 R Schnelladegerät 10.8/18Volt und zwei Akku 8Ah 18V / Starter Set / Lieferumfang: / 1 / Schnell-Ladegerät CA 10.8/18 / 2 Akku 8 AH 18 Volt
6494	FLEX Akku Pack P-Set 55 R		279.00		FLEX Akku Pack P-Set 55 R Schnelladegerät 10.8/18Volt und zwei Akku-Packs 5Ah 18V / Starter Set / Lieferumfang: / 1 / Schnell-Ladegerät / Ladegerät CA 10.8 Volt / 18.0 Volt Ladegerät / 2 Akku 5 AH 18 Volt
6496	StoneLux 2.0 Primer Universal 1ml		41.90		primer universal / Haftvermittler / Stift 1ml / Verwendung: Der Primer universal dient als Haftvermittler zwischen der zu reparierenden Oberfläche und unserem Material. (ersetzt das Pyrosilgas)
6501	StoneLux 2.0 Primer granit 1ml		41.90		primer granite / Haftvermittler / Stift, 1ml / Verwendung: Der primer granite Stift dient als Haftvermittler zwischen der zu reparierenden Oberfläche und unserem Material. (speziell für Granite)
6504	StoneLux 2.0  Seperator Pen 1ml		41.90		separator pen / Oberflächenbearbeitung / Stift, 1ml / Verwendung: Antihaftmittel für die Stempelherstellung in der Struktur Reparatur Technik. / Siehe Video Youtube / Anleitung Stempeltechnik / Viele Objekte aus moderner Keramik bestechen durch raffinierte Texturen. Die Reparatur solcher 3D Oberflächen lässt sich mit innovativer Stempeltechnik erfolgreich durchführen.
6527	Putztuch XXL Rollen 1Stk Blau 1000 Stk Papier 3-lagig	PSA Plattenleger	61.00		Reinigungspapierrollen KatrinClassic XXL 3 blue / Material Zellulose / 1000 Blatt/Rolle / PREIS 1 Stück / Lagen: 3 / Grösse: 38 x 38 cm / Gesammtlänge 360 Meter / Gewicht: 7.4 Kilogramm / Wird nur zu 2 Stück verkauft (Verpackungseinheit). Ungerade Bestellungen werden aufgerundet auf eine gerade Zahl. / Wir bitten um Verständnis
6535	AKEMI AKEPOX 5010 Coloured	AKEMI Produkte	92.50		vorgefärbter, witterungsbeständiger, gelartiger 2K-Konstruktionskleber in verschiedenen Farben, vergilbungsarm, in Kartuschen, genaue Dosierung und homogene Vermischung, lebensmittelunbedenklich (bestätigt durch externes deutsches Prüfinstitut), Emissionsklasse A+ (bestätigt durch externes Prüfinstitut), Mischungsverhältnis 2:1 / Für das farbgenaue Verkleben von Sichtfugen im Innen- und Außenberei
6540	FLEX CHE 2-26 18.0 EC C Akku Kombi-Bohrhammer	Elektrogeräte|Mit Akku	360.00		Aus der FLEX Akku-Serie / Beschreibung: / Bürstenloser Motor mit höherem Wirkungsgrad und längerer Lebensdauer / Leistungsstarker Motor mit 2,6 Joule Schlagenergie und hoher Abtragsleistung / Funktionsschalter mit vier Funktionen: bohren, hammerbohren, meißeln, Meißeljustierung / Drehstopp zum Meißeln / Ideal für den täglichen Einsatz zum Bohren und Meißeln in Beton, Mauerwerk, Holz und Metall / B
6588	PSA Atemschutzsystem OPTREL SWISS AIR BASIC	PSA Plattenleger	1		swiss air Gebläse-Atemschutzsystem ABE1P BASIC (ohne Maske) / Das swiss air ist ein Gebläse-Atemschutz mit TH3/TM3-Filter der höchsten Schutzklasse. Sein geringes Gewicht und der hohe Tragekomfort machen es zum Atemschutz deiner Wahl. Es ist stand-alone verwendbar oder mit vielfältiger Schutzausrüstung kombinierbar. / Lieferumfang: / Gebläse-Atemschutzgerät komplett mit control panelswiss air schw
