id	name	subcats	price	variants	description
7383	PICARD Fliesenlegerhammer	Hämmer	31.50		PICARD Fliesenlegerhammer mit 2-Komponenten Griff. Einzigartig im Design; Leicht und gleichzeitig extrem robust und langlebig. Rutschfeste Griffzonen ermöglichen ergonomisches Arbeiten. / Mit integrierter Hartmetallspitze / Aufhängeöse am Griffende / 2 Komponenten-Griff, ergonomisch und schwingungsreduziert / Angenehmes Handling
7384	RUTHE Gipserbeil Stahlrohr VPA		36.90		VPA/GS geprüft / Aus Qualitätsstahl / Kopf schwarz lackiert / Mit Flaschenöffner / Mit Nagelzug / Geschliffene Schneide / Geraute Bahn / Länge: 318 mm
7389	Lyra China Marker Universal Wachsstift		2.30		Bestens geeignet für professionelle Anwendungen auf glatten Oberflächen wie Glas, Plastik, Papier, Metall und Gummi / Runde Form mit abziehbarer Papierhülle / Hitzebeständig bis +400°C, braune Farbmine widersteht Temperaturen von +800°C / ohne Lösungsmittel / Länge: 170 mm / Artikelnummer / Farbe / Preis / Warenkorb / 040-800 ROT / rot / ab Lager / exkl. MwSt / 040-800 GELB / gelb / ab Lager / exk
7394	Lyra Ink Profi permanent Tieflochmarker, Farbe ROT		7.65		Für professionelles Anzeichnen von Bohrlöchern und schwer zugänglichen Stellen, mit längerer Edelstahl-Teleskopspitze in 35 mm Länge / Permanente Tinte, für alle Oberflächen (Holz, Metall, Kunststoff, Glas, Keramik…) geeignet / Strichbreite: 1 mm / Im praktischen Köcherschoner mit Spezialclip, ideal zur Einhandbedienung / Ergonomisch dreiflächiger Marker / Auch in Farbe SCHWARZ erhältlich / Produk
7395	Lyra Ink Profi permanent Tieflochmarker, Farbe SCHWARZ		7.65		Für professionelles Anzeichnen von Bohrlöchern und schwer zugänglichen Stellen, mit längerer Edelstahl-Teleskopspitze in 35 mm Länge / Permanente Tinte, für alle Oberflächen (Holz, Metall, Kunststoff, Glas, Keramik…) geeignet / Strichbreite: 1 mm / Im praktischen Köcherschoner mit Spezialclip, ideal zur Einhandbedienung / Ergonomisch dreiflächiger Marker / Auch in Farbe ROT erhältlich / Produktabm
7396	Lyra Cosmos Line Alu fast rewind Schlagschnurgerät		57.00		Schlagschnurgerät robuste Einsätze / Für professionelle Anwendungen an Wänden, Decken und Fußböden / Farbige Markierungen für gerade Linien im Innen und Außenbereich / Markiermittellänge: 30m
7397	Lyra Schlagschnurpulver 200g rot		8.95		NFORMATION: / Für professionelle Anwendungen an Wänden, Decken und Fußböden / Farbige Markierungen für gerade Linien im Innen und Außenbereich / Hochpigmentiertes Pulver für sehr gute Sichtbarkeit / Hoch-/Tiefbau, Sanitär / Fliese, Schreiner / Zimmermann
7399	KNIPEX Fliesenlochzange (Papageienschnabelzange)		29.50		Zange: schwarz atramentiert/lackiert/brüniert / Länge: 200 mm / ohne Griffhüllen / Kopf: poliert / Löcher in Fliesen können durch Ausbrechen erweitert und Kanten geformt werden. / Installationslöcher ohne Sägen herstellen Dank der Knipex Fliesenlochzange ist es nicht erforderlich, eine Armatur mit zwei Fliesenteilen zu umkleben. Nach dem Vorbohren eines Loches wird dieses mit der Zange vergrößert.
7400	KNIPEX Monierzange (Rabitz-oder Flechterzange) 250		29.50		Kraftersparnis im Vergleich mit herkömmlichen, gleich grossen Monierzangen / Auch zum Binden tiefliegender Eisen durch ihre besonders schlanke Form / Zum Fixieren von Moniereisen mit Bindedraht von der Rolle / Verdrillen und Abschneiden des Drahts in einem Arbeitsgang / Hoch übersetztes Gelenk / Entlastung von Sehnen und Muskulatur durch starke Dämpfung des Schnittschlags nach Durchtrennen des Bin
7401	KNIPEX Monierzange (Rabitz-oder Flechterzange) 300		37.90		Kraftersparnis im Vergleich mit herkömmlichen, gleich grossen Monierzangen / Auch zum Binden tiefliegender Eisen durch ihre besonders schlanke Form / Zum Fixieren von Moniereisen mit Bindedraht von der Rolle / Verdrillen und Abschneiden des Drahts in einem Arbeitsgang / Hoch übersetztes Gelenk / Entlastung von Sehnen und Muskulatur durch starke Dämpfung des Schnittschlags nach Durchtrennen des Bin
7409	FLEX LBE 76 12-EC C Winkelschleifer	Elektrogeräte|Mit Akku	215.00		Beschreibung: / Sehr kompakter und handlicher Mini-Winkelschleifer mit Forward/Reverse Funktion für verschiedenste Trennarbeiten / Um 180° drehbarer Kopf, zum Trennen ideal für Rechts-/Linkshänder. Zum Schleifen eignet sich die 90° Position / Bürstenloser Motor mit höherem Wirkungsgrad und längerer Lebensdauer / Mikroprozessor-Elektronik mit Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Tempe
7430	AKEMI Marmor Silikon 310ml Kartusche	AKEMI Produkte	20.00		Luftfeuchtigkeitshärtender 1-Komponenten-Fugendichtstoff auf Basis Siliconkautschuk, garantiert keine Randzonenverfärbung, fungizide Einstellung, reißfest, neutral vernetzend, 12 Monate lagerfähig. / Speziell für Dehnungs- und Anschlussfugen im Bereich Natur- und Kunststein wie Marmor, Granit, Quarzit, Sandstein, Terrazzo u.ä. Auch sehr gute Haftung auf Putz, Keramik, Glas, Holz, vielen Metallen u
7465	CoolGEL zum bohren in Keramik & Feinsteinzeug, Inhalt 250ml		10.50		Sauberes Bohren / Das Bohren von Löchern in Feinsteinzeug ist immer mit einer Verunreinigung des Arbeitsbereichs verbunden. Beim Trockenbohren entsteht eine Menge Staub. Beim Bohren mit Kühlung: ein Strom von Schmutzwasser. All diese Faktoren machen den Prozess schwierig, unangenehm und der Arbeitsplatz muss gereinigt werden. Es gibt eine Lösung - Kühlendes CoolGEL-Bohrgel. Nach der Markierung wir
7466	DISTAR Glider 45 PRO 2.0 für die perfekte Jolly Kante		285.00		Distar Cutting Guard GLIDER 45 – Die neue Generation für den perfekten 45°-Schnitt / Der „Jolly-Schnitt“ (Gehrungsschnitt) gilt als die Königsdisziplin beim Fliesenlegen. Mit dem Distar GLIDER 45 wird diese Herausforderung zum Standardprozess. Vergessen Sie komplizierte Einstellungen, instabile Führungen oder lästige Vibrationen. Diese Schneidführung bringt die Bearbeitung von Feinsteinzeug auf ei
7467	Fliesenschneider TRACER 1200		550.00		Schneiden von Fliesen ist einfach. Mit dem Tracer 1200 haben Sie alles, was Sie für präzise und mühelose Fliesenschnitte benötigen. / Der handgeführte Fliesenschneider Tracer 1200 ist Ihr zuverlässiger Partner für Fliesenarbeiten! Mit dem handgeführten Fliesenschneider Tracer, der sorgfältig entwickelt wurde, um Ihren Fliesenverlegeprozess zu verbessern, können Sie das Potenzial Ihrer Fliesenarbei
7469	ESTHETE 2.0 Diamanttrennscheibe Ø115mm x 1.1mm x 22.23mm	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	56.00		BESCHREIBUNG: / Die Diamanttrennscheibe DISTAR 1A1R Esthete wird zum Schneiden von keramischen Materialien mit dekorativen Beschichtungen verwendet. Mit der serienmäßigen Bohrung kann sie auf nahezu jedem Winkelschleifer zum Trockenschneiden eingesetzt werden. Durch das extradünne Segment können auch feinste Glasuren sauber geschnitten werden. Erhältlich für alle handelsüblichen Trennschleifer in 
7471	Diamanttrennscheibe PERFECT Ø125mm x 1.5mm M14	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	72.00		DISTAR DTS PERFECT trocken für Keramik & Feinsteinzeug Ø125x1.5mm M14 / Beschreibung: / Perfect, Just Perfect. Der saubere Schnitt wird durch eine dünne Schicht von 1,5 mm gewährleistet. Ein noch sauberer Schnitt, ist zudem robust. Die Zuverlässigkeit wird durch die erhöhte Schichtdicke von 1,5 mm und das zusätzliche Flanschgehäuse gewährleistet. Die Sauberkeit wird durch die einzigartige Sandwich
7472	TERMIT Diamanttrennscheibe Ø76mm	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	39.00		Diamanttrennscheibe Ø76mm x 1mm x 10mm trocken für Keramik & Feinsteinzeug / Angesichts des stetigen Anstiegs der Beliebtheit von kleinen Trennscheiben unter Fliesenlegern hat das Unternehmen Distar die leistungsstarke Termit-Scheibe mit einem Durchmesser von 76 mm in Turbo-Ausführung entwickelt. / Dank ihrer hohen Schneidfähigkeit bewältigt die Termit-Scheibe mühelos jeden ultrastarken Feinsteinz
7473	COLIBRI Diamanttrennscheibe Ø76mm	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	50.00		Ein kleines Werkzeug für große Aufgaben. / Für die Durchführung kleiner, aber komplexer, delikater Schnitte von Verkleidungsmaterialien, bei denen besondere Sauberkeit mit minimaler Schnittbreite erforderlich ist, sind Scheiben mit einem Durchmesser von 125 mm und sogar 115 mm nicht immer geeignet. / Genau für solche Arbeiten wurde die einzigartige Colibri-Scheibe mit einem Durchmesser von 76 mm e
7475	FLEX Kartuschenpresse CG 310 18C	Elektrogeräte|Mit Akku	290.00		Beschreibung: / Set für Folienbeutel und Eimermaterial als optionales Zubehör erhältlich / Kompakte Akku-Kartuschenpresse für 310 ml Kartuschen und 300-600 ml Folienbeutel / Mit einer Druckkraft bis zu 3000 N. Die Software passt die Geschwindigkeit an die Materialviskosität an und sorgt für eine konstante Arbeitsgeschwindigkeit. Effizient für harte Materialien wie Konstruktionskleber oder Windschu
7476	FLEX Kartuschenpresse CG 310/600 18	Elektrogeräte|Mit Akku	400.00		Beschreibung: / Kompakte Akku-Kartuschenpresse für 310 ml Kartuschen und 300-600 ml Folienbeutel / Mit einer Druckkraft bis zu 3000 N. Die Software passt die Geschwindigkeit an die Materialviskosität an und sorgt für eine konstante Arbeitsgeschwindigkeit. Effizient für harte Materialien wie Konstruktionskleber oder Windschutzscheibenkleber / Mit 6 Drehzahlstufen kann der Materialfluss von 0,5 mm/s
7530	FLEX L 1606 VR Winkelschleifer 230V	Elektrogeräte|230 Volt	375.00		Beschreibung: / Motor: hoch belastbar mit hohem Wirkungsgrad für starke Abgabeleistung / Mikroprozessor-Elektronik mit Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Temperaturüberwachung, Überlastungsschutz, CDC-Konstantelektronik / Elektronik: Drehzahlvorwahl in 6 Stufen / Anti-Kickback, schaltet beim Blockieren der Scheibe den Motor ab / Griffhaube direkt über dem Werkzeug ermöglicht präzis
7550	FLEX Aktion LDE 16-8 125 R, Kit Thermo-Super Betonschleifer #FLEX#Bodenbearbeitung	Elektrogeräte|230 Volt	765.00		Beschreibung: / Mikroprozessor-Elektronik mit Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Temperaturüberwachung, Überlastungsschutz, CDC-Konstantelektronik / Zuverlässiger 1600 Watt Hochleistungsmotor mit ausreichenden Leistungsreserven / Staubabsaugung: schützt vor Staubbelästigung, senkt den Scheibenverschleiß, hält die Betonporen für die Neubeschichtung offen / Anti-Kickback, schaltet be
7675	SIMPLEX Schonhammer mit verstärktem  Ø30mm, TPE-soft / Nylon	Hämmer	59.00		HALDER SIMPLEX Schonhammer Ø 30 mm TPE-soft blau / Nylon mit verstärktem Tempergussgehäuse und Fiberglasstiel / SIMPLEX-Schonhammer TPE-soft blau / Nylon mit verstärktem Tempergussgehäuse und Fiberglasstiel / Die SIMPLEX-Serie 3718 verfügt über die Einsatzkombination TPE-soft / Nylon. Der blaue TPE-soft–Einsatz (Serie 3201) ist der weichste Einsatz in der SIMPLEX-Serie, stark dämpfend und somit fü
7688	FLEX Akku Winkelschleifer LBE 76 12-EC SET	Elektrogeräte|Mit Akku	319.00		Beschreibung: / Sehr kompakter und handlicher Mini-Winkelschleifer mit Forward/Reverse Funktion für verschiedenste Trennarbeiten / Um 180° drehbarer Kopf, zum Trennen ideal für Rechts-/Linkshänder. Zum Schleifen eignet sich die 90° Position / Bürstenloser Motor mit höherem Wirkungsgrad und längerer Lebensdauer / Mikroprozessor-Elektronik mit Sanftanlauf, Wiederanlaufsperre nach Stromausfall, Tempe
7692	FLEX Handtragegriff VLP-HCH Duo		365.00		Beschreibung: / Schwere Lasten mit dem Handtragegriff und VLP 18 Grabo ergonomisch, in aufrechter Position heben. Einfach und schnell montieren, Platte heben und das Vakuum über integrierte Fusspedale lösen. Der Tragegriff ist höhenverstellbar, Tragfähigkeit bis zu 130 kg, für zwei Personen. / Grundausstattung: / ohne VLP 18 Grabo geliefert / Technische Daten: / Höhe: 550 / 630 / 720 / 800 mm / Gr
7693	FLEX Handtragegriff VLP-HCH Solo		300.00		Beschreibung: / Schwere Lasten mit dem Handtragegriff und VLP 18 Grabo ergonomisch, in aufrechter Position heben. Einfach und schnell montieren, Platte heben und das Vakuum über integrierte Fusspedale lösen. Der Tragegriff ist höhenverstellbar, Tragfähigkeit bis zu 130 kg, für eine Person. / Grundausstattung: / ohne VLP 18 Grabo geliefert / Technische Daten: / Höhe: 550 / 630 / 720 / 800 mm / Grif
7726	Elegant  DTS Ø100mm x 1mm x 10mm trocken für Keramik & Feinsteinzeug	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	60.00		BESCHREIBUNG: / Sauber auch mit Glasierung / Die größte Schwierigkeit beim Schneiden von glasierten, glänzenden Fliesen und Feinsteinzeug ist das Absplittern. Die Diamantscheibe ist ein entscheidender Faktor für einen sauberen Schnitt. Die Elegant-Scheibe ist die beste Lösung für das Feinschneiden schwieriger Materialien. Die Scheibe enthält sehr feine Diamanten und eine selbstschärfende Bindung. 
7727	NECTAR DSK Ø45mm x 5.8 mm trocken für Keramik & Feinsteinzeug	Diamantwerkzeuge|DISTAR Technik|Diamanttrennscheiben 45mm -125mm	43.00		Der Distar Schleiftopf DGM-S 45/5,8F Nectar 100 ist Ihr unverzichtbares Werkzeug, um das Schleifen von Feinsteinzeug neu zu definieren. Gerade bei der Arbeit mit leistungsschwachen Winkelschleifern stellt das Bearbeiten dieser extrem harten Materialien oft einen der zeitaufwendigsten und mühsamsten Schritte dar. Mit NECTAR haben wir die weltweit beste Wahl für die effiziente und präzise Fliesenbea
7728	BUTTERFLY DTS Ø45mm x 0.58mm x 0.45mm trocken für Keramik & Feinsteinzeug	Diamantwerkzeuge|DISTAR Technik|Diamanttrennscheiben 45mm -125mm	31.00		Ein kleines Werkzeug für große Aufgaben. / Wenn Sie Schmuckpräzision, hohe Qualität und Stabilität beim Schneiden von Fliesen benötigen, dann ist diese Scheibe genau das, wonach Sie gesucht haben. / Die Butterfly-Scheibe hat ein einzigartiges Design und zahlreiche Vorteile gegenüber galvanischen Scheiben. Sie besteht aus einer durchgehenden Diamantschicht mit einer Dicke von 0,6 mm, was eine minim
7729	DISTAR MasterGRIND Ø115x1.8x30mm für Keramik und Glas	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	24.00		SCHNEIDEN UND SCHLEIFEN / Die vakuumgelötete Diamantschicht mit einer Breite von 30 mm ermöglicht Schneiden und Schleifen mit hoher Produktivität, während der hochwertige Diamant ein schleifen ohne Abplatzungen gewährleistet. Die spezielle Geometrie des Körpers mit gebogener Topfform verhindert den Kontakt des Spannflansches mit dem Material. / Die Geometrie des Körpers sorgt für einen stabilen Sc
7799	DISTAR Aufnahmeteller Click & Lock Pro Ø100mm M14		75.00		BESCHREIBUNG: / Click-Lock PRO-magnetischer Aufnahmeteller für Polierpads / Entdecken Sie die Zukunft des Schleifens und Polierens mit dem revolutionären CLICK-LOCK PRO vom Mechanic by DiSTAR! Vergessen Sie komplizierte Polierscheibenwechsel und erleben Sie müheloses Arbeiten bei höchster Effizienz. / Wechsel der Polierwerkzeuge im Handumdrehen / Beim Schleifen von Feinsteinzeug und Granit muss st
7830	AKEMI Solvent à 50ml - Zum Anlösen der Farbe von den CERAMIC Colour Cards	AKEMI Produkte	68.50		ausgezeichnete Lösekraft / Zum Anlösen der Farbe von den CERAMIC Colour Cards. / Nur für den professionellen Gebrauch! / Gebinde: Flasche zu 50ml / Gefahrenhinweise Flüssigkeit und Dampf leicht entzündbar. Verursacht schwere Augenreizung. Kann Schläfrigkeit und Benommenheit verursachen. Wiederholter Kontakt kann zu spröder oder rissiger Haut führen. Von Hitze, heißen Oberflächen, Funken, offenen F
7831	AKEMI Cleaner I à 30ml - lösungsmittelhaltiger Reiniger auf Alkoholbasis	AKEMI Produkte	31.00		Lösungsmittelhaltiger Reiniger auf Alkoholbasis, etwas verzögerte Ablüftung, nicht filmbildend / Eignet sich hervorragend zum schonenden Reinigen von Keramik (z.B. Böden, Stufen, Fensterbänke, Theken, Waschtische) vor dem Reparieren. / Nur für den professionellen Gebrauch! / Gebinde: Flasche zu 30ml / kann auch mit Literflasche aufgefüllt werden. / Gefahrenhinweise: / Flüssigkeit und Dampf leicht 
7832	AKEMI Pinsel für Ceramic Smart Repair Set	AKEMI Produkte	37.00		4 Stück Pinsel / Größe 2 / Zum Auftragen der gelösten Farbe auf die mit PLATINUM MAXI POWER L-Spezial gefüllte Reparaturstelle. l
7833	AKEMI Mischglas für Lösungsmittel	AKEMI Produkte	14.90		Mischgefäß aus Glas mit Deckel / Standfest, wiederverschließbar / Zum einfachen Mischen der gelösten Farben. / Aufgrund der Verschließbarkeit können die gelösten Farben auch mehrmals verwendet werden.
7834	AKEMI Hobel	AKEMI Produkte	76.80		handlicher Spezialhobelaus dem / Für die Abtragung von Materialüberschüssen auf Oberflächenniveau des Steines / der Keramik / ohne Glanzgradveränderung der Stein-/Keramikoberfläche. / 2 Stück
7841	PROXXON Akku Langhals - Winkelbohrmaschine LHW/A	Elektrogeräte|Mit Akku	199.00		Akku-Langhals-Winkelbohrmaschine – erreichen Sie auch schwer zugängliche Stellen Die Akku-Langhals-Winkelbohrmaschine ist ein unverzichtbares Werkzeug für Handwerker und Profis, die höchste Präzision und Flexibilität benötigen. Ob Bohren, Schleifen, Trennen oder Polieren – dieses leistungsstarke Gerät wurde speziell für Arbeiten an schwer zugänglichen Stellen wie Hohlkörpern entwickelt und ist ide
7842	PROXXON Langhals-Winkelbohrmaschine LWB/E		128.00		Zum Bearbeiten von Stahl, NE-Metall, Glas, Keramik, Holz und Kunststoff. Zum Trennen, Schruppen, Schleifen, Feinschleifen, Polieren, Feinpolieren und zur Formgebung in Holz. Balancierter DC-Spezialmotor, durchzugskräftig, leise und langlebig. Stabiler Getriebekopf aus Aluminium-Druckguss. Hauptgehäuse aus glasfaserverstärktem Polyamid. Komplett mit Schleifscheibe aus Edelkorund (K 60), Lamellen-Sc
7843	PROXXON Akku Langhals - Winkelbohrmaschine LWB/A		199.00		Akku-Langhals-Winkelbohrmaschine – erreichen Sie auch schwer zugängliche Stellen Die Akku-Langhals-Winkelbohrmaschine ist ein unverzichtbares Werkzeug für Handwerker und Profis, die höchste Präzision und Flexibilität benötigen. Ob Bohren, Schleifen, Trennen oder Polieren – dieses leistungsstarke Gerät wurde speziell für Arbeiten an schwer zugänglichen Stellen wie Hohlkörpern entwickelt und ist ide
7845	DISTAR Shine Ø125/0.6mm DTS für Akku Geräte	DISTAR Technik	60.00		Diamanttrennscheibe für Akku Geräte mit Spray-Nassanwendung / Vorstellung: die Shine-Scheibe, ausgestattet mit der dünnsten Diamantschicht von nur 0,6 mm. Dank der ultradünnen Schicht und der fein dispergierten Diamanten ermöglicht die Scheibe das Schneiden von Feinsteinzeug so sauber wie nie zuvor. Absplitterungen sind vollständig ausgeschlossen, und die Kante ist so sauber, dass keine Nachbearbe
7849	DISTAR Duster 45° für 115 & 125mm Trennscheiben		78.00		Distar Mechanic CUTTING GUARD DUSTER 45 115-125: Sauberes und komfortables Fliesenschneiden im 45°-Winkel / BESCHREIBUNG: / Das Schneiden von Keramikfliesen ist mit großem Staubanfall verbunden. Besonders beim Schneiden im Winkel von 45°, da dabei mehr Material zerspant wird. Der Winkelschleiferaufsatz Duster 45 sorgt dafür, dass nahezu der gesamte Staub in den Staubsauger gelangt. Er hat zudem 2 
7850	EdPlit 3Stk. Verstecktes Handtuchhalter-Set	EdPlit	88.00		Entdecken Sie die perfekte Lösung für hochwertige, moderne Badezimmer – das versteckte Handtuchhalter-Set von EdPLIT. Dieses innovative System wurde fachmännisch entwickelt, um vollständig in Ihrer gefliesten Wand zu verschwinden, und sorgt für ein makelloses, aufgeräumtes Erscheinungsbild, ohne die Alltagstauglichkeit zu beeinträchtigen. / Lieferumfang: / 3 verdeckte Haken Ihrer Wahl / Eine Lochs
7851	EdPlit 5Stk. Verstecktes Handtuchhalter-Set	DISTAR Technik	129.00		Entdecken Sie die perfekte Lösung für hochwertige, moderne Badezimmer – das versteckte Handtuchhalter-Set von EdPLIT. Dieses innovative System wurde fachmännisch entwickelt, um vollständig in Ihrer gefliesten Wand zu verschwinden, und sorgt für ein makelloses, aufgeräumtes Erscheinungsbild, ohne die Alltagstauglichkeit zu beeinträchtigen. / Lieferumfang: / 5 verdeckte Haken Ihrer Wahl / Eine Lochs
7852	DISTAR Spraynozzle und Schutz für BUTTERFLY nass	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	33.00		Wasserversorgungssystem Spray 115-125 Obwohl beim Schneiden von Feinsteinzeug das Trockenschneiden weit verbreitet ist, verwenden Handwerker immer häufiger die Bearbeitung mit Wasserabkühlung, da keine Trockenschneidung in Bezug auf die Qualität mit Nassschneiden mithalten kann. Und jetzt ist dies dank der Verbreitung von / Akku-Elektrowerkzeugen / möglich, bei denen die Verwendung von Wasser aus 
7853	DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #4		16.00		POLIERPAD 50X3X7 COOLPAD #4 / BESCHREIBUNG: / IMMER SCHARF Das Schleifen von Feinsteinzeug auf leistungsschwachen Geräten ist eine anspruchsvolle Aufgabe. Die Polierscheiben CoolPAD wurden speziell für das Trockenschleifen von Feinsteinzeug mit Gravurmaschinen entwickelt. Die Zusammensetzung der diamantführenden Schicht gewährleistet eine konstant hohe Schleifgeschwindigkeit und beste Oberflächenq
7854	DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #3		16.00		POLIERPAD 50X3X7 COOLPAD #3 / BESCHREIBUNG: / IMMER SCHARF Das Schleifen von Feinsteinzeug auf leistungsschwachen Geräten ist eine anspruchsvolle Aufgabe. Die Polierscheiben CoolPAD wurden speziell für das Trockenschleifen von Feinsteinzeug mit Gravurmaschinen entwickelt. Die Zusammensetzung der diamantführenden Schicht gewährleistet eine konstant hohe Schleifgeschwindigkeit und beste Oberflächenq
7855	DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #2		16.00		POLIERPAD 50X3X7 COOLPAD #2 / BESCHREIBUNG: / IMMER SCHARF Das Schleifen von Feinsteinzeug auf leistungsschwachen Geräten ist eine anspruchsvolle Aufgabe. Die Polierscheiben CoolPAD wurden speziell für das Trockenschleifen von Feinsteinzeug mit Gravurmaschinen entwickelt. Die Zusammensetzung der diamantführenden Schicht gewährleistet eine konstant hohe Schleifgeschwindigkeit und beste Oberflächenq
7856	DISTAR CoolPAD Ø50mm x3 mm x 7mm  Polierer #1		16.00		POLIERPAD 50X3X7 COOLPAD #1 / BESCHREIBUNG: / IMMER SCHARF Das Schleifen von Feinsteinzeug auf leistungsschwachen Geräten ist eine anspruchsvolle Aufgabe. Die Polierscheiben CoolPAD wurden speziell für das Trockenschleifen von Feinsteinzeug mit Gravurmaschinen entwickelt. Die Zusammensetzung der diamantführenden Schicht gewährleistet eine konstant hohe Schleifgeschwindigkeit und beste Oberflächenq
7861	DISTAR Edge Dry Diamanttrennscheibe für Keramik 45° Schnitt Ø125mm		73.00		BESCHREIBUNG: / 45° ist einfach / Das Schneiden von Keramikfliesen im 45° Winkel, auch Gehrungsschneiden genannt, ist der häufigste Vorgang in der Endbearbeitung beim Fliesenlegen. Viele Handwerker führen diese Arbeit mit einem Winkelschleifer durch. Die Anforderung an die Trennscheibe ist dabei, ausreichende Festigkeit des Stammblatts bei gleichzeitig weichem Schnitt und sauberem Schleifen der Sc
7862	DISTAR Edge Dry DTS für Keramik 45° Ø125mm mit M14 Flansch	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	85.00		BESCHREIBUNG: / 45° ist einfach / Das Schneiden von Keramikfliesen im 45° Winkel, auch Gehrungsschneiden genannt, ist der häufigste Vorgang in der Endbearbeitung beim Fliesenlegen. Viele Handwerker führen diese Arbeit mit einem Winkelschleifer durch. Die Anforderung an die Trennscheibe ist dabei, ausreichende Festigkeit des Stammblatts bei gleichzeitig weichem Schnitt und sauberem Schleifen der Sc
7863	DISTAR MasterCut DTS trocken für Keramik & Feinsteinzeug Ø 45mm	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	13.00		BESCHREIBUNG: / SAUBERER SCHNITT AUCH OHNE KÜHLUNG / MasterCUT / - eine Scheibe für Gravurgeräte, die Feinsteinzeug und Keramikfliesen schnell und präzise schneidet, sowohl im Trockenschnitt als auch mit Wasserkühlung. / Der Scheibendurchmesser von / 45 mm / und die Dicke von / 0,8 mm / machen sie unverzichtbar für präzise und saubere Schnitte, auch an schwer zugänglichen Stellen. / MasterCUT / bi
7864	DISTAR MasterCUT Ø76 Diamanttrennscheibe trocken für Keramik	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	19.00		SAUBER UND SOUVERÄN / In der Regel fehlt 76-mm-Winkelschleifern die Leistung für eine vollwertige Bearbeitung von Feinsteinzeug. Die speziell entwickelte MasterCUT 76 Trennscheibe für leistungsschwache Elektrowerkzeuge ermöglicht Schnitte jeder Komplexität. MasterCUT 76 schneidet Feinsteinzeug, Glas, Quarzvinyl und andere extrem harte Materialien schnell und präzise - im Trockenbetrieb oder mit Wa
7865	DISTAR MasterCUT Ø125mm Diamanttrennscheibe trocken für Keramik	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	22.00		BESCHREIBUNG Die MasterCUT ist eine Scheibe, die Feinsteinzeug oder extrastarke Materialien wie Glas schnell und effizient im Trockenbetrieb auf einem Winkelschleifer oder mit Wasserkühlung auf einem Fliesenschneider schneidet. Das Werkzeug wird aus extrastarken Diamanten hergestellt, die im Vakuum auf einen hochwertigen Stahlkörper aufgeschmolzen werden. Der Arbeitskomfort wird durch das Abrollen
7866	DISTAR CeraMAX 1200 TELESCOPE 2.0 Schneidetisch		735.00		BESCHREIBUNG / CeraMAX Teleskop 2.0. / Die Höhe verstellen, aber wie und mit was? / Der CeraMAX Teleskop 2.0 sorgt für eine rückenschonende, präzise und effiziente Arbeitsweise und bringt das Ergonomie-Niveau in der Fliesenbearbeitung auf eine neue Stufe. / In der Regel verfügen fast alle Kipptische nicht über eine Höhenverstellung. Das ist äußerst unpraktisch, denn jeder Mensch ist anders groß. A
7867	DISTAR Schaumstützteller Ø50mm PROXXON		4.90		Der Proxxon Schaumstützteller ist ein vielseitiges Schleifmittel, das speziell für die Verwendung mit verschiedenen Polier- und Schleifwerkzeugen entwickelt wurde. Mit einem Durchmesser von 50 mm und einer vollflächigen Hartschaum-Klettaufnahme bietet dieser Stützteller eine zuverlässige und stabile Basis für die Anbringung von Polierschwämmen, Lammfell-Polierhauben, Filzscheiben sowie Schleifsche
7868	DISTAR Spraynozzle und Schutz für BUTTERFLY nass für Keramik & Feinsteinzeug - Proxxon	Diamantwerkzeuge|Diamanttrennscheiben 45mm -125mm	58.00		Lieferumfang: / nur Spraynozzle/Schutz für Trennscheibe, mit Schlauch 2 Meter / ohne Diamanttrennscheibe und Proxxon Gerät. / Für 45 mm Trennscheiben
7878	PROXXON/DISTAR Starter Set	Elektrogeräte	499.00		Das Ferronato AG Starterset zum attraktiven Preis. / Lieferumfang: / 1 Stück PROXXON Akku Langhals - Winkelbohrmaschine LHW/A in BOX Art. Nr. 060-210 A / 1 Stück PROXXON Akku Langhals - Winkelbohrmaschine LWB/A in BOX Art. Nr. 060-212 A / 1 Stück DISTAR Druckflasche Art. Nr. 032-731 FL / 1 Stück DISTAR MasterCut DTS für Keramik & Feinsteinzeug Ø 45mm Art. Nr. 032-669 45 / 1 Stück DISTAR BUTTERFLY 
